_ID,fecha,Nombre_Centro,Contador_Asistieron
5490,3/24/2016,Jefferson Community Center,53
5491,3/24/2016,Magee Community Center,66
5492,3/24/2016,West Penn Community Center,127
5493,3/24/2016,Warrington Community Center,35
5494,3/23/2016,Phillips Community Center,80
5495,3/23/2016,Paulson Community Center,23
5496,3/23/2016,Brookline Community Center,144
5497,3/23/2016,Ammon Community Center,85
5498,3/23/2016,Arlington Community Center,16
5499,3/23/2016,Magee Community Center,54
5500,3/23/2016,Jefferson Community Center,74
5501,3/23/2016,Ormsby Community Center,45
5502,3/23/2016,Warrington Community Center,68
5503,3/23/2016,West Penn Community Center,102
5504,3/22/2016,Paulson Community Center,16
5505,3/22/2016,Arlington Community Center,43
5506,3/22/2016,Ammon Community Center,89
5507,3/22/2016,Brookline Community Center,124
5508,3/22/2016,Ormsby Community Center,50
5509,3/22/2016,Jefferson Community Center,45
5510,3/22/2016,Magee Community Center,65
5511,3/22/2016,West Penn Community Center,93
5512,3/22/2016,Warrington Community Center,52
5513,3/21/2016,Paulson Community Center,22
5514,3/21/2016,Brookline Community Center,162
5515,3/21/2016,Ammon Community Center,88
5516,3/21/2016,Arlington Community Center,11
5517,3/21/2016,Magee Community Center,59
5518,3/21/2016,Jefferson Community Center,58
5519,3/21/2016,Ormsby Community Center,48
5520,3/21/2016,Warrington Community Center,79
5521,3/21/2016,West Penn Community Center,93
5522,3/19/2016,Arlington Community Center,9
5523,3/19/2016,Ammon Community Center,11
5524,3/19/2016,Brookline Community Center,65
5525,3/19/2016,Magee Community Center,41
5668,3/1/2016,Ammon Community Center,44
5526,3/19/2016,West Penn Community Center,30
5527,3/18/2016,Paulson Community Center,49
5528,3/18/2016,Brookline Community Center,80
5529,3/18/2016,Ammon Community Center,68
5530,3/18/2016,Arlington Community Center,42
5531,3/18/2016,Magee Community Center,38
5532,3/18/2016,Jefferson Community Center,70
5533,3/18/2016,Ormsby Community Center,35
5534,3/18/2016,West Penn Community Center,53
5535,3/18/2016,Warrington Community Center,64
5536,3/17/2016,Paulson Community Center,5
5537,3/17/2016,Arlington Community Center,69
5538,3/17/2016,Ammon Community Center,113
5539,3/17/2016,Brookline Community Center,76
5540,3/17/2016,Ormsby Community Center,57
5541,3/17/2016,Jefferson Community Center,46
5542,3/17/2016,Magee Community Center,34
5543,3/17/2016,Warrington Community Center,136
5544,3/17/2016,West Penn Community Center,60
5545,3/16/2016,Paulson Community Center,16
5546,3/16/2016,Brookline Community Center,142
5547,3/16/2016,Ammon Community Center,152
5548,3/16/2016,Arlington Community Center,28
5549,3/16/2016,Magee Community Center,51
5550,3/16/2016,Jefferson Community Center,17
5551,3/16/2016,Ormsby Community Center,65
5552,3/16/2016,West Penn Community Center,103
5553,3/16/2016,Warrington Community Center,86
5554,3/15/2016,Paulson Community Center,12
5555,3/15/2016,Phillips Community Center,59
5556,3/15/2016,Arlington Community Center,65
5557,3/15/2016,Ammon Community Center,110
5558,3/15/2016,Brookline Community Center,92
5559,3/15/2016,Ormsby Community Center,51
5560,3/15/2016,Jefferson Community Center,44
5561,3/15/2016,Magee Community Center,42
5562,3/15/2016,Warrington Community Center,79
5563,3/15/2016,West Penn Community Center,73
5564,3/14/2016,Phillips Community Center,148
5565,3/14/2016,Paulson Community Center,16
5566,3/14/2016,Brookline Community Center,104
5567,3/14/2016,Ammon Community Center,146
5568,3/14/2016,Arlington Community Center,19
5569,3/14/2016,Magee Community Center,39
5570,3/14/2016,Jefferson Community Center,37
5571,3/14/2016,Ormsby Community Center,51
5572,3/14/2016,West Penn Community Center,75
5573,3/14/2016,Warrington Community Center,83
5574,3/12/2016,Phillips Community Center,34
5575,3/12/2016,Arlington Community Center,142
5576,3/12/2016,Ammon Community Center,24
5577,3/12/2016,Brookline Community Center,137
5578,3/12/2016,Magee Community Center,22
5579,3/12/2016,West Penn Community Center,24
5580,3/11/2016,Phillips Community Center,95
5581,3/11/2016,Paulson Community Center,7
5582,3/11/2016,Brookline Community Center,111
5583,3/11/2016,Ammon Community Center,99
5584,3/11/2016,Arlington Community Center,20
5585,3/11/2016,Magee Community Center,44
5586,3/11/2016,Jefferson Community Center,36
5587,3/11/2016,Ormsby Community Center,37
5588,3/11/2016,West Penn Community Center,67
5589,3/11/2016,Warrington Community Center,57
5590,3/10/2016,Paulson Community Center,8
5591,3/10/2016,Phillips Community Center,99
5592,3/10/2016,Arlington Community Center,84
5593,3/10/2016,Ammon Community Center,100
5594,3/10/2016,Brookline Community Center,109
5595,3/10/2016,Ormsby Community Center,58
5596,3/10/2016,Jefferson Community Center,22
5597,3/10/2016,Magee Community Center,64
5598,3/10/2016,Warrington Community Center,68
5599,3/10/2016,West Penn Community Center,78
5600,3/9/2016,Phillips Community Center,113
5601,3/9/2016,Paulson Community Center,19
5602,3/9/2016,Brookline Community Center,114
5603,3/9/2016,Ammon Community Center,150
5604,3/9/2016,Arlington Community Center,25
5605,3/9/2016,Magee Community Center,40
5606,3/9/2016,Jefferson Community Center,48
5607,3/9/2016,Ormsby Community Center,58
5608,3/9/2016,West Penn Community Center,80
5609,3/9/2016,Warrington Community Center,62
5610,3/8/2016,Paulson Community Center,13
5611,3/8/2016,Phillips Community Center,97
5612,3/8/2016,Arlington Community Center,42
5613,3/8/2016,Ammon Community Center,43
5614,3/8/2016,Brookline Community Center,102
5615,3/8/2016,Ormsby Community Center,49
5616,3/8/2016,Jefferson Community Center,31
5617,3/8/2016,Magee Community Center,69
5618,3/8/2016,Warrington Community Center,80
5619,3/8/2016,West Penn Community Center,99
5620,3/7/2016,Phillips Community Center,137
5621,3/7/2016,Brookline Community Center,122
5622,3/7/2016,Ammon Community Center,141
5623,3/7/2016,Arlington Community Center,14
5624,3/7/2016,Magee Community Center,71
5625,3/7/2016,Jefferson Community Center,44
5626,3/7/2016,Ormsby Community Center,60
5627,3/7/2016,West Penn Community Center,96
5628,3/7/2016,Warrington Community Center,98
5629,3/5/2016,Phillips Community Center,57
5630,3/5/2016,Ammon Community Center,2
5631,3/5/2016,Brookline Community Center,141
5632,3/5/2016,Ormsby Community Center,29
5633,3/5/2016,Magee Community Center,9
5634,3/5/2016,West Penn Community Center,25
5635,3/4/2016,Phillips Community Center,101
5636,3/4/2016,Paulson Community Center,13
5637,3/4/2016,Brookline Community Center,101
5638,3/4/2016,Ammon Community Center,21
5639,3/4/2016,Arlington Community Center,21
5640,3/4/2016,Magee Community Center,50
5641,3/4/2016,Jefferson Community Center,14
5642,3/4/2016,Ormsby Community Center,46
5643,3/4/2016,West Penn Community Center,62
5644,3/4/2016,Warrington Community Center,72
5645,3/3/2016,Paulson Community Center,13
5646,3/3/2016,Phillips Community Center,122
5647,3/3/2016,Arlington Community Center,2
5648,3/3/2016,Ammon Community Center,58
5649,3/3/2016,Brookline Community Center,126
5650,3/3/2016,Ormsby Community Center,50
5651,3/3/2016,Jefferson Community Center,5
5652,3/3/2016,Magee Community Center,57
5653,3/3/2016,Warrington Community Center,100
5654,3/3/2016,West Penn Community Center,133
5655,3/2/2016,Phillips Community Center,159
5656,3/2/2016,Paulson Community Center,18
5657,3/2/2016,Brookline Community Center,126
5658,3/2/2016,Ammon Community Center,59
5659,3/2/2016,Arlington Community Center,38
5660,3/2/2016,Magee Community Center,54
5661,3/2/2016,Jefferson Community Center,30
5662,3/2/2016,Ormsby Community Center,70
5663,3/2/2016,West Penn Community Center,85
5664,3/2/2016,Warrington Community Center,92
5665,3/1/2016,Paulson Community Center,25
5666,3/1/2016,Phillips Community Center,108
5667,3/1/2016,Arlington Community Center,15
5669,3/1/2016,Brookline Community Center,120
5670,3/1/2016,Ormsby Community Center,51
5671,3/1/2016,Jefferson Community Center,36
5672,3/1/2016,Magee Community Center,78
5673,3/1/2016,Warrington Community Center,96
5674,3/1/2016,West Penn Community Center,80
5675,2/29/2016,Phillips Community Center,202
5676,2/29/2016,Paulson Community Center,23
5677,2/29/2016,Brookline Community Center,113
5678,2/29/2016,Ammon Community Center,86
5679,2/29/2016,Arlington Community Center,26
5680,2/29/2016,Magee Community Center,86
5681,2/29/2016,Jefferson Community Center,26
5682,2/29/2016,Ormsby Community Center,47
5683,2/29/2016,West Penn Community Center,57
5684,2/29/2016,Warrington Community Center,103
5685,2/27/2016,Phillips Community Center,46
5686,2/27/2016,Brookline Community Center,136
5687,2/27/2016,Ormsby Community Center,11
5688,2/27/2016,Magee Community Center,10
5689,2/27/2016,West Penn Community Center,28
5690,2/26/2016,Phillips Community Center,121
5691,2/26/2016,Paulson Community Center,23
5692,2/26/2016,Brookline Community Center,96
5693,2/26/2016,Arlington Community Center,13
5694,2/26/2016,Ammon Community Center,33
5695,2/26/2016,Magee Community Center,43
5696,2/26/2016,Jefferson Community Center,23
5697,2/26/2016,Ormsby Community Center,43
5698,2/26/2016,West Penn Community Center,61
5699,2/26/2016,Warrington Community Center,92
5700,2/25/2016,Paulson Community Center,22
5701,2/25/2016,Phillips Community Center,86
5702,2/25/2016,Ammon Community Center,61
5703,2/25/2016,Arlington Community Center,9
5704,2/25/2016,Brookline Community Center,94
5705,2/25/2016,Ormsby Community Center,158
5706,2/25/2016,Jefferson Community Center,19
5707,2/25/2016,Magee Community Center,30
5708,2/25/2016,Warrington Community Center,95
5709,2/25/2016,West Penn Community Center,122
5710,2/24/2016,Phillips Community Center,102
5711,2/24/2016,Paulson Community Center,18
5712,2/24/2016,Brookline Community Center,133
5713,2/24/2016,Arlington Community Center,28
5714,2/24/2016,Ammon Community Center,47
5715,2/24/2016,Magee Community Center,66
6050,1/8/2016,Ammon Community Center,103
5716,2/24/2016,Jefferson Community Center,12
5717,2/24/2016,Ormsby Community Center,70
5718,2/24/2016,West Penn Community Center,87
5719,2/24/2016,Warrington Community Center,75
5720,2/23/2016,Paulson Community Center,58
5721,2/23/2016,Phillips Community Center,92
5722,2/23/2016,Ammon Community Center,43
5723,2/23/2016,Arlington Community Center,24
5724,2/23/2016,Brookline Community Center,103
5725,2/23/2016,Ormsby Community Center,63
5726,2/23/2016,Jefferson Community Center,21
5727,2/23/2016,Magee Community Center,66
5728,2/23/2016,Warrington Community Center,94
5729,2/23/2016,West Penn Community Center,95
5730,2/22/2016,Phillips Community Center,164
5731,2/22/2016,Paulson Community Center,15
5732,2/22/2016,Brookline Community Center,115
5733,2/22/2016,Arlington Community Center,38
5734,2/22/2016,Ammon Community Center,47
5735,2/22/2016,Magee Community Center,68
5736,2/22/2016,Jefferson Community Center,71
5737,2/22/2016,Ormsby Community Center,47
5738,2/22/2016,West Penn Community Center,86
5739,2/22/2016,Warrington Community Center,94
5740,2/20/2016,Phillips Community Center,35
5741,2/20/2016,Ammon Community Center,39
5742,2/20/2016,Arlington Community Center,4
5743,2/20/2016,Brookline Community Center,146
5744,2/20/2016,Ormsby Community Center,18
5745,2/20/2016,Magee Community Center,27
5746,2/20/2016,West Penn Community Center,21
5747,2/19/2016,Phillips Community Center,81
5748,2/19/2016,Brookline Community Center,81
5749,2/19/2016,Arlington Community Center,15
5750,2/19/2016,Ammon Community Center,67
5751,2/19/2016,Magee Community Center,75
5752,2/19/2016,Jefferson Community Center,17
5753,2/19/2016,Ormsby Community Center,20
5754,2/19/2016,West Penn Community Center,60
5755,2/19/2016,Warrington Community Center,81
5756,2/18/2016,Phillips Community Center,78
5757,2/18/2016,Ammon Community Center,159
5758,2/18/2016,Arlington Community Center,10
5759,2/18/2016,Brookline Community Center,107
5760,2/18/2016,Ormsby Community Center,40
5761,2/18/2016,Jefferson Community Center,19
5762,2/18/2016,Magee Community Center,41
5763,2/18/2016,Warrington Community Center,81
5764,2/18/2016,West Penn Community Center,112
5765,2/17/2016,Phillips Community Center,80
5766,2/17/2016,Brookline Community Center,122
5767,2/17/2016,Arlington Community Center,28
5768,2/17/2016,Ammon Community Center,132
5769,2/17/2016,Magee Community Center,76
5770,2/17/2016,Jefferson Community Center,27
5771,2/17/2016,Ormsby Community Center,57
5772,2/17/2016,West Penn Community Center,74
5773,2/17/2016,Warrington Community Center,50
5774,2/16/2016,Phillips Community Center,90
5775,2/16/2016,Ammon Community Center,33
5776,2/16/2016,Arlington Community Center,11
5777,2/16/2016,Brookline Community Center,112
5778,2/16/2016,Ormsby Community Center,44
5779,2/16/2016,Jefferson Community Center,15
5780,2/16/2016,Magee Community Center,75
5781,2/16/2016,Warrington Community Center,78
5782,2/16/2016,West Penn Community Center,89
5783,2/15/2016,Phillips Community Center,104
5784,2/15/2016,Brookline Community Center,74
5785,2/15/2016,Arlington Community Center,36
5786,2/15/2016,Ammon Community Center,68
5787,2/15/2016,Magee Community Center,79
5788,2/15/2016,Jefferson Community Center,20
5789,2/15/2016,Ormsby Community Center,40
5790,2/15/2016,West Penn Community Center,47
5791,2/15/2016,Warrington Community Center,107
5792,2/13/2016,Phillips Community Center,12
5793,2/13/2016,Ammon Community Center,19
5794,2/13/2016,Brookline Community Center,130
5795,2/13/2016,Ormsby Community Center,20
5796,2/13/2016,Magee Community Center,23
5797,2/13/2016,West Penn Community Center,18
5798,2/12/2016,Phillips Community Center,73
5799,2/12/2016,Brookline Community Center,92
5800,2/12/2016,Ammon Community Center,49
5801,2/12/2016,Arlington Community Center,10
5802,2/12/2016,Magee Community Center,77
5803,2/12/2016,Jefferson Community Center,42
5804,2/12/2016,Ormsby Community Center,48
5805,2/12/2016,West Penn Community Center,60
5806,2/12/2016,Warrington Community Center,71
5807,2/11/2016,Phillips Community Center,90
5808,2/11/2016,Arlington Community Center,8
5809,2/11/2016,Ammon Community Center,63
5810,2/11/2016,Brookline Community Center,123
5811,2/11/2016,Ormsby Community Center,35
5812,2/11/2016,Jefferson Community Center,39
5813,2/11/2016,Magee Community Center,28
5814,2/11/2016,Warrington Community Center,73
5815,2/11/2016,West Penn Community Center,127
5816,2/10/2016,Phillips Community Center,80
5817,2/10/2016,Paulson Community Center,19
5818,2/10/2016,Brookline Community Center,94
5819,2/10/2016,Ammon Community Center,62
5820,2/10/2016,Arlington Community Center,11
5821,2/10/2016,Magee Community Center,51
5822,2/10/2016,Jefferson Community Center,40
5823,2/10/2016,Ormsby Community Center,59
5824,2/10/2016,West Penn Community Center,66
5825,2/10/2016,Warrington Community Center,99
5826,2/9/2016,Paulson Community Center,28
5827,2/9/2016,Phillips Community Center,84
5828,2/9/2016,Arlington Community Center,27
5829,2/9/2016,Ammon Community Center,40
5830,2/9/2016,Brookline Community Center,96
5831,2/9/2016,Ormsby Community Center,72
5832,2/9/2016,Jefferson Community Center,32
5833,2/9/2016,Magee Community Center,59
5834,2/9/2016,Warrington Community Center,76
5835,2/9/2016,West Penn Community Center,84
5836,2/8/2016,Phillips Community Center,130
5837,2/8/2016,Paulson Community Center,39
5838,2/8/2016,Brookline Community Center,134
